Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS.1,Unnamed: 6,Unnamed: 7,Attend.,Arena,Notes,f_Date,Home_s,Visitor_s,Home_abbr,Away_abbr
"Wed, Jan 24, 2024",7:00p,Charlotte Hornets,106,Detroit Pistons,113,Box Score,,15020.0,Little Caesars Arena,,20240124,DET,CHO,DET,CHO
"Wed, Jan 24, 2024",7:00p,Minnesota Timberwolves,118,Washington Wizards,107,Box Score,,15446.0,Capital One Arena,,20240124,WAS,MIN,WAS,MIN
"Wed, Jan 24, 2024",7:30p,Memphis Grizzlies,105,Miami Heat,96,Box Score,,19600.0,Kaseya Center,,20240124,MIA,MEM,MIA,MEM
"Wed, Jan 24, 2024",8:00p,Portland Trail Blazers,137,Houston Rockets,131,Box Score,OT,18055.0,Toyota Center,,20240124,HOU,POR,HOU,POR
"Wed, Jan 24, 2024",8:00p,Cleveland Cavaliers,116,Milwaukee Bucks,126,Box Score,,17510.0,Fiserv Forum,,20240124,MIL,CLE,MIL,CLE
"Wed, Jan 24, 2024",8:30p,Phoenix Suns,132,Dallas Mavericks,109,Box Score,,20202.0,American Airlines Center,,20240124,DAL,PHO,DAL,PHO
"Wed, Jan 24, 2024",9:30p,Oklahoma City Thunder,140,San Antonio Spurs,114,Box Score,,18130.0,Frost Bank Center,,20240124,SAS,OKC,SAS,OKC
"Wed, Jan 24, 2024",10:00p,Atlanta Hawks,112,Golden State Warriors,134,Box Score,,18064.0,Chase Center,,20240124,GSW,ATL,GSW,ATL
"Thu, Jan 25, 2024",7:00p,Philadelphia 76ers,122,Indiana Pacers,134,Box Score,,15699.0,Gainbridge Fieldhouse,,20240125,IND,PHI,IND,PHI
"Thu, Jan 25, 2024",7:00p,Utah Jazz,123,Washington Wizards,108,Box Score,,14027.0,Capital One Arena,,20240125,WAS,UTA,WAS,UTA
"Thu, Jan 25, 2024",7:30p,Minnesota Timberwolves,96,Brooklyn Nets,94,Box Score,,17732.0,Barclays Center,,20240125,BRK,MIN,BRK,MIN
"Thu, Jan 25, 2024",7:30p,Boston Celtics,143,Miami Heat,110,Box Score,,20074.0,Kaseya Center,,20240125,MIA,BOS,MIA,BOS
"Thu, Jan 25, 2024",7:30p,Denver Nuggets,84,New York Knicks,122,Box Score,,19812.0,Madison Square Garden (IV),,20240125,NYK,DEN,NYK,DEN
"Thu, Jan 25, 2024",10:00p,Sacramento Kings,134,Golden State Warriors,133,Box Score,,18064.0,Chase Center,,20240125,GSW,SAC,GSW,SAC
"Thu, Jan 25, 2024",10:30p,Chicago Bulls,132,Los Angeles Lakers,141,Box Score,,18997.0,Crypto.com Arena,,20240125,LAL,CHI,LAL,CHI
"Fri, Jan 26, 2024",7:00p,Dallas Mavericks,148,Atlanta Hawks,143,Box Score,,16149.0,State Farm Arena,,20240126,ATL,DAL,ATL,DAL
"Fri, Jan 26, 2024",7:00p,Houston Rockets,138,Charlotte Hornets,104,Box Score,,16164.0,Spectrum Center,,20240126,CHO,HOU,CHO,HOU
"Fri, Jan 26, 2024",7:00p,Phoenix Suns,131,Indiana Pacers,133,Box Score,,17274.0,Gainbridge Fieldhouse,,20240126,IND,PHO,IND,PHO
"Fri, Jan 26, 2024",7:30p,Los Angeles Clippers,127,Toronto Raptors,107,Box Score,,19800.0,Scotiabank Arena,,20240126,TOR,LAC,TOR,LAC
"Fri, Jan 26, 2024",8:00p,Orlando Magic,106,Memphis Grizzlies,107,Box Score,,16823.0,FedEx Forum,,20240126,MEM,ORL,MEM,ORL
"Fri, Jan 26, 2024",8:00p,Cleveland Cavaliers,112,Milwaukee Bucks,100,Box Score,,17855.0,Fiserv Forum,,20240126,MIL,CLE,MIL,CLE
"Fri, Jan 26, 2024",8:00p,Oklahoma City Thunder,107,New Orleans Pelicans,83,Box Score,,18624.0,Smoothie King Center,,20240126,NOP,OKC,NOP,OKC
"Fri, Jan 26, 2024",9:30p,Portland Trail Blazers,100,San Antonio Spurs,116,Box Score,,17274.0,Frost Bank Center,,20240126,SAS,POR,SAS,POR
"Sat, Jan 27, 2024",12:00p,Washington Wizards,118,Detroit Pistons,104,Box Score,,16922.0,Little Caesars Arena,,20240127,DET,WAS,DET,WAS
"Sat, Jan 27, 2024",3:00p,Miami Heat,109,New York Knicks,125,Box Score,,19812.0,Madison Square Garden (IV),,20240127,NYK,MIA,NYK,MIA
"Sat, Jan 27, 2024",5:30p,Philadelphia 76ers,105,Denver Nuggets,111,Box Score,,19805.0,Ball Arena,,20240127,DEN,PHI,DEN,PHI
"Sat, Jan 27, 2024",6:00p,Houston Rockets,104,Brooklyn Nets,106,Box Score,,17732.0,Barclays Center,,20240127,BRK,HOU,BRK,HOU
"Sat, Jan 27, 2024",7:00p,Los Angeles Clippers,115,Boston Celtics,96,Box Score,,19156.0,TD Garden,,20240127,BOS,LAC,BOS,LAC
"Sat, Jan 27, 2024",7:00p,Utah Jazz,134,Charlotte Hornets,122,Box Score,,17633.0,Spectrum Center,,20240127,CHO,UTA,CHO,UTA
"Sat, Jan 27, 2024",8:00p,New Orleans Pelicans,117,Milwaukee Bucks,141,Box Score,,17940.0,Fiserv Forum,,20240127,MIL,NOP,MIL,NOP
"Sat, Jan 27, 2024",8:30p,Los Angeles Lakers,145,Golden State Warriors,144,Box Score,2OT,18064.0,Chase Center,,20240127,GSW,LAL,GSW,LAL
"Sat, Jan 27, 2024",8:30p,Minnesota Timberwolves,112,San Antonio Spurs,113,Box Score,,17726.0,Frost Bank Center,,20240127,SAS,MIN,SAS,MIN
"Sat, Jan 27, 2024",9:00p,Sacramento Kings,120,Dallas Mavericks,115,Box Score,,20373.0,American Airlines Center,,20240127,DAL,SAC,DAL,SAC
"Sun, Jan 28, 2024",2:00p,Oklahoma City Thunder,104,Detroit Pistons,120,Box Score,,16861.0,Little Caesars Arena,,20240128,DET,OKC,DET,OKC
"Sun, Jan 28, 2024",3:30p,Memphis Grizzlies,110,Indiana Pacers,116,Box Score,,16519.0,Gainbridge Fieldhouse,,20240128,IND,MEM,IND,MEM
"Sun, Jan 28, 2024",6:00p,Toronto Raptors,125,Atlanta Hawks,126,Box Score,,15658.0,State Farm Arena,,20240128,ATL,TOR,ATL,TOR
"Sun, Jan 28, 2024",6:00p,Phoenix Suns,98,Orlando Magic,113,Box Score,,18823.0,Kia Center,,20240128,ORL,PHO,ORL,PHO
"Sun, Jan 28, 2024",9:00p,Chicago Bulls,104,Portland Trail Blazers,96,Box Score,,17899.0,Moda Center,,20240128,POR,CHI,POR,CHI
"Mon, Jan 29, 2024",7:00p,New York Knicks,113,Charlotte Hornets,92,Box Score,,15546.0,Spectrum Center,,20240129,CHO,NYK,CHO,NYK
"Mon, Jan 29, 2024",7:00p,Los Angeles Clippers,108,Cleveland Cavaliers,118,Box Score,,19432.0,Rocket Mortgage Fieldhouse,,20240129,CLE,LAC,CLE,LAC
"Mon, Jan 29, 2024",7:30p,New Orleans Pelicans,112,Boston Celtics,118,Box Score,,19156.0,TD Garden,,20240129,BOS,NOP,BOS,NOP
"Mon, Jan 29, 2024",7:30p,Utah Jazz,114,Brooklyn Nets,147,Box Score,,16054.0,Barclays Center,,20240129,BRK,UTA,BRK,UTA
"Mon, Jan 29, 2024",7:30p,Phoenix Suns,118,Miami Heat,105,Box Score,,19600.0,Kaseya Center,,20240129,MIA,PHO,MIA,PHO
"Mon, Jan 29, 2024",8:00p,Los Angeles Lakers,119,Houston Rockets,135,Box Score,,18055.0,Toyota Center,,20240129,HOU,LAL,HOU,LAL
"Mon, Jan 29, 2024",8:00p,Sacramento Kings,103,Memphis Grizzlies,94,Box Score,,15333.0,FedEx Forum,,20240129,MEM,SAC,MEM,SAC
"Mon, Jan 29, 2024",8:00p,Minnesota Timberwolves,107,Oklahoma City Thunder,101,Box Score,,16870.0,Paycom Center,,20240129,OKC,MIN,OKC,MIN
"Mon, Jan 29, 2024",8:00p,Washington Wizards,118,San Antonio Spurs,113,Box Score,,17020.0,Frost Bank Center,,20240129,SAS,WAS,SAS,WAS
"Mon, Jan 29, 2024",8:30p,Orlando Magic,129,Dallas Mavericks,131,Box Score,,20020.0,American Airlines Center,,20240129,DAL,ORL,DAL,ORL
"Mon, Jan 29, 2024",9:00p,Milwaukee Bucks,107,Denver Nuggets,113,Box Score,,19801.0,Ball Arena,,20240129,DEN,MIL,DEN,MIL
"Mon, Jan 29, 2024",10:00p,Philadelphia 76ers,104,Portland Trail Blazers,130,Box Score,,17128.0,Moda Center,,20240129,POR,PHI,POR,PHI
"Tue, Jan 30, 2024",7:30p,Los Angeles Lakers,122,Atlanta Hawks,138,Box Score,,17871.0,State Farm Arena,,20240130,ATL,LAL,ATL,LAL
"Tue, Jan 30, 2024",7:30p,Indiana Pacers,124,Boston Celtics,129,Box Score,,19156.0,TD Garden,,20240130,BOS,IND,BOS,IND
"Tue, Jan 30, 2024",7:30p,Utah Jazz,103,New York Knicks,118,Box Score,,19133.0,Madison Square Garden (IV),,20240130,NYK,UTA,NYK,UTA
"Tue, Jan 30, 2024",8:00p,Toronto Raptors,118,Chicago Bulls,107,Box Score,,21259.0,United Center,,20240130,CHI,TOR,CHI,TOR
"Tue, Jan 30, 2024",10:00p,Philadelphia 76ers,107,Golden State Warriors,119,Box Score,,18064.0,Chase Center,,20240130,GSW,PHI,GSW,PHI
"Wed, Jan 31, 2024",7:00p,Chicago Bulls,117,Charlotte Hornets,110,Box Score,,13712.0,Spectrum Center,,20240131,CHO,CHI,CHO,CHI
"Wed, Jan 31, 2024",7:00p,Detroit Pistons,121,Cleveland Cavaliers,128,Box Score,,19432.0,Rocket Mortgage Fieldhouse,,20240131,CLE,DET,CLE,DET
"Wed, Jan 31, 2024",7:00p,Los Angeles Clippers,125,Washington Wizards,109,Box Score,,17201.0,Capital One Arena,,20240131,WAS,LAC,WAS,LAC
"Wed, Jan 31, 2024",7:30p,Sacramento Kings,106,Miami Heat,115,Box Score,,19600.0,Kaseya Center,,20240131,MIA,SAC,MIA,SAC
"Wed, Jan 31, 2024",8:00p,New Orleans Pelicans,110,Houston Rockets,99,Box Score,,18055.0,Toyota Center,,20240131,HOU,NOP,HOU,NOP
"Wed, Jan 31, 2024",8:00p,Dallas Mavericks,87,Minnesota Timberwolves,121,Box Score,,18024.0,Target Center,,20240131,MIN,DAL,MIN,DAL
"Wed, Jan 31, 2024",8:00p,Denver Nuggets,100,Oklahoma City Thunder,105,Box Score,,16723.0,Paycom Center,,20240131,OKC,DEN,OKC,DEN
"Wed, Jan 31, 2024",8:00p,Orlando Magic,108,San Antonio Spurs,98,Box Score,,17081.0,Frost Bank Center,,20240131,SAS,ORL,SAS,ORL
"Wed, Jan 31, 2024",8:30p,Phoenix Suns,136,Brooklyn Nets,120,Box Score,,17732.0,Barclays Center,,20240131,BRK,PHO,BRK,PHO
"Wed, Jan 31, 2024",10:00p,Milwaukee Bucks,116,Portland Trail Blazers,119,Box Score,,19335.0,Moda Center,,20240131,POR,MIL,POR,MIL
"Thu, Feb 1, 2024",7:30p,Los Angeles Lakers,114,Boston Celtics,105,Box Score,,19156.0,TD Garden,,20240201,BOS,LAL,BOS,LAL
"Thu, Feb 1, 2024",7:30p,Indiana Pacers,105,New York Knicks,109,Box Score,,19812.0,Madison Square Garden (IV),,20240201,NYK,IND,NYK,IND
"Thu, Feb 1, 2024",8:00p,Cleveland Cavaliers,108,Memphis Grizzlies,101,Box Score,,15505.0,FedEx Forum,,20240201,MEM,CLE,MEM,CLE
"Thu, Feb 1, 2024",10:00p,Philadelphia 76ers,127,Utah Jazz,124,Box Score,,18206.0,Delta Center,,20240201,UTA,PHI,UTA,PHI
"Fri, Feb 2, 2024",7:00p,Los Angeles Clippers,136,Detroit Pistons,125,Box Score,,19122.0,Little Caesars Arena,,20240202,DET,LAC,DET,LAC
"Fri, Feb 2, 2024",7:00p,Miami Heat,110,Washington Wizards,102,Box Score,,18308.0,Capital One Arena,,20240202,WAS,MIA,WAS,MIA
"Fri, Feb 2, 2024",7:30p,Phoenix Suns,120,Atlanta Hawks,129,Box Score,,16536.0,State Farm Arena,,20240202,ATL,PHO,ATL,PHO
"Fri, Feb 2, 2024",7:30p,Sacramento Kings,133,Indiana Pacers,122,Box Score,,17274.0,Gainbridge Fieldhouse,,20240202,IND,SAC,IND,SAC
"Fri, Feb 2, 2024",8:00p,Toronto Raptors,106,Houston Rockets,135,Box Score,,18055.0,Toyota Center,,20240202,HOU,TOR,HOU,TOR
"Fri, Feb 2, 2024",8:00p,Golden State Warriors,121,Memphis Grizzlies,101,Box Score,,17794.0,FedEx Forum,,20240202,MEM,GSW,MEM,GSW
"Fri, Feb 2, 2024",8:00p,Orlando Magic,108,Minnesota Timberwolves,106,Box Score,,18024.0,Target Center,,20240202,MIN,ORL,MIN,ORL
"Fri, Feb 2, 2024",8:00p,Charlotte Hornets,106,Oklahoma City Thunder,126,Box Score,,17552.0,Paycom Center,,20240202,OKC,CHO,OKC,CHO
"Fri, Feb 2, 2024",8:00p,New Orleans Pelicans,114,San Antonio Spurs,113,Box Score,,17207.0,Frost Bank Center,,20240202,SAS,NOP,SAS,NOP
"Fri, Feb 2, 2024",9:00p,Portland Trail Blazers,108,Denver Nuggets,120,Box Score,,19622.0,Ball Arena,,20240202,DEN,POR,DEN,POR
"Sat, Feb 3, 2024",6:00p,Brooklyn Nets,136,Philadelphia 76ers,121,Box Score,,20673.0,Wells Fargo Center,,20240203,PHI,BRK,PHI,BRK
"Sat, Feb 3, 2024",7:30p,Golden State Warriors,134,Atlanta Hawks,141,Box Score,OT,17600.0,State Farm Arena,,20240203,ATL,GSW,ATL,GSW
"Sat, Feb 3, 2024",8:00p,Sacramento Kings,123,Chicago Bulls,115,Box Score,,21579.0,United Center,,20240203,CHI,SAC,CHI,SAC
"Sat, Feb 3, 2024",8:30p,Milwaukee Bucks,129,Dallas Mavericks,117,Box Score,,20377.0,American Airlines Center,,20240203,DAL,MIL,DAL,MIL
"Sat, Feb 3, 2024",8:30p,Los Angeles Lakers,113,New York Knicks,105,Box Score,,19812.0,Madison Square Garden (IV),,20240203,NYK,LAL,NYK,LAL
"Sat, Feb 3, 2024",8:30p,Cleveland Cavaliers,117,San Antonio Spurs,101,Box Score,,18354.0,Frost Bank Center,,20240203,SAS,CLE,SAS,CLE
"Sun, Feb 4, 2024",3:00p,Orlando Magic,111,Detroit Pistons,99,Box Score,,17982.0,Little Caesars Arena,,20240204,DET,ORL,DET,ORL
"Sun, Feb 4, 2024",3:30p,Phoenix Suns,140,Washington Wizards,112,Box Score,,16984.0,Capital One Arena,,20240204,WAS,PHO,WAS,PHO
"Sun, Feb 4, 2024",6:00p,Memphis Grizzlies,91,Boston Celtics,131,Box Score,,19156.0,TD Garden,,20240204,BOS,MEM,BOS,MEM
"Sun, Feb 4, 2024",6:00p,Indiana Pacers,115,Charlotte Hornets,99,Box Score,,15687.0,Spectrum Center,,20240204,CHO,IND,CHO,IND
"Sun, Feb 4, 2024",6:00p,Los Angeles Clippers,103,Miami Heat,95,Box Score,,19855.0,Kaseya Center,,20240204,MIA,LAC,MIA,LAC
"Sun, Feb 4, 2024",7:00p,Houston Rockets,90,Minnesota Timberwolves,111,Box Score,,18024.0,Target Center,,20240204,MIN,HOU,MIN,HOU
"Sun, Feb 4, 2024",7:00p,Toronto Raptors,127,Oklahoma City Thunder,135,Box Score,2OT,17059.0,Paycom Center,,20240204,OKC,TOR,OKC,TOR
"Sun, Feb 4, 2024",8:00p,Milwaukee Bucks,108,Utah Jazz,123,Box Score,,18206.0,Delta Center,,20240204,UTA,MIL,UTA,MIL
"Sun, Feb 4, 2024",8:30p,Portland Trail Blazers,103,Denver Nuggets,112,Box Score,,19715.0,Ball Arena,,20240204,DEN,POR,DEN,POR
"Mon, Feb 5, 2024",7:00p,Los Angeles Lakers,124,Charlotte Hornets,118,Box Score,,19375.0,Spectrum Center,,20240205,CHO,LAL,CHO,LAL
"Mon, Feb 5, 2024",7:00p,Sacramento Kings,110,Cleveland Cavaliers,136,Box Score,,19432.0,Rocket Mortgage Fieldhouse,,20240205,CLE,SAC,CLE,SAC
"Mon, Feb 5, 2024",7:00p,Dallas Mavericks,118,Philadelphia 76ers,102,Box Score,,19764.0,Wells Fargo Center,,20240205,PHI,DAL,PHI,DAL
"Mon, Feb 5, 2024",7:30p,Los Angeles Clippers,149,Atlanta Hawks,144,Box Score,,17093.0,State Farm Arena,,20240205,ATL,LAC,ATL,LAC
"Mon, Feb 5, 2024",7:30p,Golden State Warriors,109,Brooklyn Nets,98,Box Score,,17919.0,Barclays Center,,20240205,BRK,GSW,BRK,GSW
"Mon, Feb 5, 2024",8:00p,Toronto Raptors,100,New Orleans Pelicans,138,Box Score,,17429.0,Smoothie King Center,,20240205,NOP,TOR,NOP,TOR
"Tue, Feb 6, 2024",7:00p,Houston Rockets,129,Indiana Pacers,132,Box Score,,15571.0,Gainbridge Fieldhouse,,20240206,IND,HOU,IND,HOU
"Tue, Feb 6, 2024",7:30p,Dallas Mavericks,119,Brooklyn Nets,107,Box Score,,17732.0,Barclays Center,,20240206,BRK,DAL,BRK,DAL
"Tue, Feb 6, 2024",7:30p,Orlando Magic,95,Miami Heat,121,Box Score,,19600.0,Kaseya Center,,20240206,MIA,ORL,MIA,ORL
"Tue, Feb 6, 2024",7:30p,Memphis Grizzlies,113,New York Knicks,123,Box Score,,19013.0,Madison Square Garden (IV),,20240206,NYK,MEM,NYK,MEM
"Tue, Feb 6, 2024",8:00p,Minnesota Timberwolves,123,Chicago Bulls,129,Box Score,OT,20949.0,United Center,,20240206,CHI,MIN,CHI,MIN
"Tue, Feb 6, 2024",9:00p,Oklahoma City Thunder,117,Utah Jazz,124,Box Score,,18206.0,Delta Center,,20240206,UTA,OKC,UTA,OKC
"Tue, Feb 6, 2024",10:00p,Milwaukee Bucks,106,Phoenix Suns,114,Box Score,,17071.0,Footprint Center,,20240206,PHO,MIL,PHO,MIL
"Wed, Feb 7, 2024",7:00p,Toronto Raptors,123,Charlotte Hornets,117,Box Score,,11720.0,Spectrum Center,,20240207,CHO,TOR,CHO,TOR
"Wed, Feb 7, 2024",7:00p,Cleveland Cavaliers,114,Washington Wizards,106,Box Score,,15860.0,Capital One Arena,,20240207,WAS,CLE,WAS,CLE
"Wed, Feb 7, 2024",7:30p,Atlanta Hawks,117,Boston Celtics,125,Box Score,,19156.0,TD Garden,,20240207,BOS,ATL,BOS,ATL
"Wed, Feb 7, 2024",7:30p,San Antonio Spurs,104,Miami Heat,116,Box Score,,19652.0,Kaseya Center,,20240207,MIA,SAS,MIA,SAS
"Wed, Feb 7, 2024",7:30p,Golden State Warriors,127,Philadelphia 76ers,104,Box Score,,19780.0,Wells Fargo Center,,20240207,PHI,GSW,PHI,GSW
"Wed, Feb 7, 2024",10:00p,New Orleans Pelicans,117,Los Angeles Clippers,106,Box Score,,19370.0,Crypto.com Arena,,20240207,LAC,NOP,LAC,NOP
"Wed, Feb 7, 2024",10:00p,Detroit Pistons,133,Sacramento Kings,120,Box Score,,17832.0,Golden 1 Center,,20240207,SAC,DET,SAC,DET
"Thu, Feb 8, 2024",7:00p,Golden State Warriors,131,Indiana Pacers,109,Box Score,,17274.0,Gainbridge Fieldhouse,,20240208,IND,GSW,IND,GSW
"Thu, Feb 8, 2024",7:00p,San Antonio Spurs,111,Orlando Magic,127,Box Score,,19074.0,Kia Center,,20240208,ORL,SAS,ORL,SAS
"Thu, Feb 8, 2024",7:30p,Cleveland Cavaliers,118,Brooklyn Nets,95,Box Score,,17304.0,Barclays Center,,20240208,BRK,CLE,BRK,CLE
"Thu, Feb 8, 2024",7:30p,Dallas Mavericks,122,New York Knicks,108,Box Score,,19812.0,Madison Square Garden (IV),,20240208,NYK,DAL,NYK,DAL
"Thu, Feb 8, 2024",8:00p,Chicago Bulls,118,Memphis Grizzlies,110,Box Score,,16285.0,FedEx Forum,,20240208,MEM,CHI,MEM,CHI
"Thu, Feb 8, 2024",8:00p,Minnesota Timberwolves,129,Milwaukee Bucks,105,Box Score,,17577.0,Fiserv Forum,,20240208,MIL,MIN,MIL,MIN
"Thu, Feb 8, 2024",9:00p,Utah Jazz,115,Phoenix Suns,129,Box Score,,17071.0,Footprint Center,,20240208,PHO,UTA,PHO,UTA
"Thu, Feb 8, 2024",10:00p,Denver Nuggets,114,Los Angeles Lakers,106,Box Score,,18997.0,Crypto.com Arena,,20240208,LAL,DEN,LAL,DEN
"Thu, Feb 8, 2024",10:00p,Detroit Pistons,128,Portland Trail Blazers,122,Box Score,OT,18125.0,Moda Center,,20240208,POR,DET,POR,DET
"Fri, Feb 9, 2024",7:00p,Atlanta Hawks,127,Philadelphia 76ers,121,Box Score,,19758.0,Wells Fargo Center,,20240209,PHI,ATL,PHI,ATL
"Fri, Feb 9, 2024",7:30p,Washington Wizards,129,Boston Celtics,133,Box Score,,19156.0,TD Garden,,20240209,BOS,WAS,BOS,WAS
"Fri, Feb 9, 2024",7:30p,Houston Rockets,104,Toronto Raptors,107,Box Score,,19800.0,Scotiabank Arena,,20240209,TOR,HOU,TOR,HOU
"Fri, Feb 9, 2024",8:00p,Charlotte Hornets,84,Milwaukee Bucks,120,Box Score,,17690.0,Fiserv Forum,,20240209,MIL,CHO,MIL,CHO
"Fri, Feb 9, 2024",10:00p,Denver Nuggets,106,Sacramento Kings,135,Box Score,,17832.0,Golden 1 Center,,20240209,SAC,DEN,SAC,DEN
"Fri, Feb 9, 2024",10:30p,New Orleans Pelicans,122,Los Angeles Lakers,139,Box Score,,18997.0,Crypto.com Arena,,20240209,LAL,NOP,LAL,NOP
"Sat, Feb 10, 2024",3:00p,Oklahoma City Thunder,111,Dallas Mavericks,146,Box Score,,20277.0,American Airlines Center,,20240210,DAL,OKC,DAL,OKC
"Sat, Feb 10, 2024",3:30p,Detroit Pistons,106,Los Angeles Clippers,112,Box Score,,19370.0,Crypto.com Arena,,20240210,LAC,DET,LAC,DET
"Sat, Feb 10, 2024",6:00p,San Antonio Spurs,103,Brooklyn Nets,123,Box Score,,18005.0,Barclays Center,,20240210,BRK,SAS,BRK,SAS
"Sat, Feb 10, 2024",7:00p,Memphis Grizzlies,106,Charlotte Hornets,115,Box Score,,17259.0,Spectrum Center,,20240210,CHO,MEM,CHO,MEM
"Sat, Feb 10, 2024",7:00p,Chicago Bulls,108,Orlando Magic,114,Box Score,OT,19459.0,Kia Center,,20240210,ORL,CHI,ORL,CHI
"Sat, Feb 10, 2024",7:00p,Philadelphia 76ers,119,Washington Wizards,113,Box Score,,20333.0,Capital One Arena,,20240210,WAS,PHI,WAS,PHI
"Sat, Feb 10, 2024",7:30p,Houston Rockets,113,Atlanta Hawks,122,Box Score,,17503.0,State Farm Arena,,20240210,ATL,HOU,ATL,HOU
"Sat, Feb 10, 2024",7:30p,Indiana Pacers,125,New York Knicks,111,Box Score,,19812.0,Madison Square Garden (IV),,20240210,NYK,IND,NYK,IND
"Sat, Feb 10, 2024",7:30p,Cleveland Cavaliers,119,Toronto Raptors,95,Box Score,,19800.0,Scotiabank Arena,,20240210,TOR,CLE,TOR,CLE
"Sat, Feb 10, 2024",8:30p,Phoenix Suns,112,Golden State Warriors,113,Box Score,,18064.0,Chase Center,,20240210,GSW,PHO,GSW,PHO
"Sat, Feb 10, 2024",10:00p,New Orleans Pelicans,93,Portland Trail Blazers,84,Box Score,,18226.0,Moda Center,,20240210,POR,NOP,POR,NOP
"Sun, Feb 11, 2024",2:00p,Boston Celtics,110,Miami Heat,106,Box Score,,20049.0,Kaseya Center,,20240211,MIA,BOS,MIA,BOS
"Sun, Feb 11, 2024",3:00p,Sacramento Kings,113,Oklahoma City Thunder,127,Box Score,,17092.0,Paycom Center,,20240211,OKC,SAC,OKC,SAC
"Mon, Feb 12, 2024",7:00p,Indiana Pacers,102,Charlotte Hornets,111,Box Score,,12112.0,Spectrum Center,,20240212,CHO,IND,CHO,IND
"Mon, Feb 12, 2024",7:00p,Philadelphia 76ers,123,Cleveland Cavaliers,121,Box Score,,19432.0,Rocket Mortgage Fieldhouse,,20240212,CLE,PHI,CLE,PHI
"Mon, Feb 12, 2024",7:30p,Chicago Bulls,136,Atlanta Hawks,126,Box Score,,16524.0,State Farm Arena,,20240212,ATL,CHI,ATL,CHI
"Mon, Feb 12, 2024",7:30p,San Antonio Spurs,122,Toronto Raptors,99,Box Score,,19800.0,Scotiabank Arena,,20240212,TOR,SAS,TOR,SAS
"Mon, Feb 12, 2024",8:00p,New York Knicks,103,Houston Rockets,105,Box Score,,16790.0,Toyota Center,,20240212,HOU,NYK,HOU,NYK
"Mon, Feb 12, 2024",8:00p,New Orleans Pelicans,96,Memphis Grizzlies,87,Box Score,,15823.0,FedEx Forum,,20240212,MEM,NOP,MEM,NOP
"Mon, Feb 12, 2024",8:00p,Denver Nuggets,95,Milwaukee Bucks,112,Box Score,,17444.0,Fiserv Forum,,20240212,MIL,DEN,MIL,DEN
"Mon, Feb 12, 2024",8:30p,Washington Wizards,104,Dallas Mavericks,112,Box Score,,19921.0,American Airlines Center,,20240212,DAL,WAS,DAL,WAS
"Mon, Feb 12, 2024",9:00p,Golden State Warriors,129,Utah Jazz,107,Box Score,,18206.0,Delta Center,,20240212,UTA,GSW,UTA,GSW
"Mon, Feb 12, 2024",10:30p,Minnesota Timberwolves,121,Los Angeles Clippers,100,Box Score,,19370.0,Crypto.com Arena,,20240212,LAC,MIN,LAC,MIN
"Tue, Feb 13, 2024",7:30p,Boston Celtics,118,Brooklyn Nets,110,Box Score,,18053.0,Barclays Center,,20240213,BRK,BOS,BRK,BOS
"Tue, Feb 13, 2024",7:30p,Oklahoma City Thunder,127,Orlando Magic,113,Box Score,,19301.0,Kia Center,,20240213,ORL,OKC,ORL,OKC
"Tue, Feb 13, 2024",8:00p,Miami Heat,123,Milwaukee Bucks,97,Box Score,,17520.0,Fiserv Forum,,20240213,MIL,MIA,MIL,MIA
"Tue, Feb 13, 2024",10:00p,Sacramento Kings,125,Phoenix Suns,130,Box Score,,17071.0,Footprint Center,,20240213,PHO,SAC,PHO,SAC
"Tue, Feb 13, 2024",10:00p,Minnesota Timberwolves,121,Portland Trail Blazers,109,Box Score,,17906.0,Moda Center,,20240213,POR,MIN,POR,MIN
"Tue, Feb 13, 2024",10:30p,Detroit Pistons,111,Los Angeles Lakers,125,Box Score,,18997.0,Crypto.com Arena,,20240213,LAL,DET,LAL,DET
"Wed, Feb 14, 2024",7:00p,Atlanta Hawks,99,Charlotte Hornets,122,Box Score,,14336.0,Spectrum Center,,20240214,CHO,ATL,CHO,ATL
"Wed, Feb 14, 2024",7:00p,New York Knicks,100,Orlando Magic,118,Box Score,,19259.0,Kia Center,,20240214,ORL,NYK,ORL,NYK
"Wed, Feb 14, 2024",7:00p,Miami Heat,109,Philadelphia 76ers,104,Box Score,,20015.0,Wells Fargo Center,,20240214,PHI,MIA,PHI,MIA
"Wed, Feb 14, 2024",7:30p,Brooklyn Nets,86,Boston Celtics,136,Box Score,,19156.0,TD Garden,,20240214,BOS,BRK,BOS,BRK
"Wed, Feb 14, 2024",7:30p,Chicago Bulls,105,Cleveland Cavaliers,108,Box Score,,19432.0,Rocket Mortgage Fieldhouse,,20240214,CLE,CHI,CLE,CHI
"Wed, Feb 14, 2024",7:30p,Indiana Pacers,127,Toronto Raptors,125,Box Score,,19800.0,Scotiabank Arena,,20240214,TOR,IND,TOR,IND
"Wed, Feb 14, 2024",8:00p,Houston Rockets,113,Memphis Grizzlies,121,Box Score,,15012.0,FedEx Forum,,20240214,MEM,HOU,MEM,HOU
"Wed, Feb 14, 2024",8:00p,Washington Wizards,126,New Orleans Pelicans,133,Box Score,,18316.0,Smoothie King Center,,20240214,NOP,WAS,NOP,WAS
